scale_km,buffer_km,pet_threshold,elder_threshold,grid_count,grid_share,population_exposed_share,population_dense_grid_count,population_dense_grid_share_within_flag,mean_all_age_buffer_alignment,mean_service_density_pct,mean_transit_buffer_pct,mean_population_pct,mean_housing_price_pct
1.0,1.0,0.75,0.2,1013,0.09986198738170347,0.12873545886056034,560,0.5528134254689042,0.5296053939194006,0.7060808191623694,0.643274009021448,0.6745863860516236,0.36224288531980847
1.0,1.0,0.75,0.25,1013,0.09986198738170347,0.12873545886056034,560,0.5528134254689042,0.5296053939194006,0.7060808191623694,0.643274009021448,0.6745863860516236,0.36224288531980847
1.0,1.0,0.75,0.3,1013,0.09986198738170347,0.12873545886056034,560,0.5528134254689042,0.5296053939194006,0.7060808191623694,0.643274009021448,0.6745863860516236,0.36224288531980847
1.0,1.0,0.75,0.4,1013,0.09986198738170347,0.12873545886056034,560,0.5528134254689042,0.5296053939194006,0.7060808191623694,0.643274009021448,0.6745863860516236,0.36224288531980847
1.0,1.0,0.8,0.1,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.8,0.2,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.8,0.25,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.8,0.3,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.8,0.4,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.85,0.1,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.85,0.2,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.85,0.25,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
1.0,1.0,0.85,0.3,406,0.04002365930599369,0.07913934642341,313,0.770935960591133,0.6411758569467123,0.808869577022655,0.7577551121544405,0.7729806136776122,0.3778730427082075
